LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,2014/11/04
Time,10:14:38.826726649942553953
***End_of_Header***,
,
Channels,1,
Samples,1478,
Date,2014/11/04,
Time,10:21:52.103508749942928431,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.0000000000000000E+0,
Delta_X,0.004000,
***End_of_Header***,,
X_Value,Dev1/ai0,Comment
5.012000,99.571276
5.016000,97.039306
5.020000,93.964770
5.024000,89.788663
5.028000,83.524502
5.032000,74.958549
5.036000,62.446666
5.040000,53.962918
5.044000,48.011141
5.048000,44.788632
5.052000,43.374674
5.056000,42.404633
5.060000,41.878509
5.064000,42.667695
5.068000,43.391115
5.072000,43.867915
5.076000,43.802150
5.080000,44.213184
5.084000,44.854397
5.088000,45.512052
5.092000,46.153266
5.096000,47.221955
5.100000,48.323527
5.104000,48.783886
5.108000,48.652355
5.112000,48.405734
5.116000,48.109789
5.120000,47.550783
5.124000,46.991776
5.128000,47.468576
5.132000,51.085678
5.136000,60.424377
5.140000,73.840536
5.144000,86.434624
5.148000,96.332327
5.152000,102.530721
5.156000,105.687463
5.160000,107.265834
5.164000,108.038578
5.168000,107.874164
5.172000,106.427324
5.176000,104.470802
5.180000,102.415632
5.184000,99.932986
