LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,2014/09/16
Time,10:00:00.5388983499427029888
***End_of_Header***,
,
Channels,1,
Samples,1478,
Date,2014/09/16,
Time,10:44:26.8074001499425639602,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.0000000000000000E+0,
Delta_X,0.004000,
***End_of_Header***,,
X_Value,Dev1/ai0,Comment
4.764000,6.461817
4.768000,7.596272
4.772000,14.419442
4.776000,29.413973
4.780000,47.121328
4.784000,61.277345
4.788000,69.826854
4.792000,75.400476
4.796000,79.247754
4.800000,81.187835
4.804000,82.157875
4.808000,82.388054
4.812000,82.059227
4.816000,80.743918
4.820000,78.836720
4.824000,76.995288
4.828000,75.416917
4.832000,73.443954
4.836000,71.010632
4.840000,68.478663
4.844000,64.417646
4.848000,55.983225
4.852000,38.670465
4.856000,25.385837
4.860000,15.208627
4.864000,8.286810
4.868000,3.584577
4.872000,1.069047
4.876000,0.000358
4.880000,-0.476442
4.884000,-0.936801
4.888000,-0.788828
4.892000,0.016799
4.896000,0.575806
4.900000,0.740219
4.904000,0.838868
4.908000,1.299226
4.912000,1.923998
4.916000,2.006205
4.920000,2.071971
4.924000,2.400798
4.928000,3.173543
4.932000,3.518811
4.936000,3.650342
4.940000,4.110701
4.944000,5.014976
4.948000,5.639749
4.952000,5.869928
4.956000,6.149431
4.960000,6.741321
4.964000,6.724879
4.968000,6.248079
4.972000,6.757762
4.976000,12.397153
4.980000,25.287189
4.984000,42.550628
4.988000,57.956189
4.992000,68.149835
4.996000,74.430436
5.000000,78.228390
5.004000,80.382208
5.008000,81.960578
5.012000,82.618233
5.016000,82.092109
5.020000,80.760359
5.024000,79.313520
5.028000,77.817356
5.032000,75.827951
5.036000,73.591926
5.040000,71.553197
5.044000,69.465144
5.048000,65.798720
5.052000,58.252134
5.056000,45.263454
5.060000,28.641228
5.064000,17.625509
5.068000,9.454147
5.072000,4.455970
5.076000,1.841791
5.080000,0.345626
5.084000,-0.525766
5.088000,-1.101214
5.092000,-0.657297
5.096000,0.148330
5.100000,0.345626
5.104000,0.427833
5.108000,0.871750
5.112000,1.578729
5.116000,1.759585
5.120000,1.710260
5.124000,2.055529
5.128000,2.663860
5.132000,3.025570
5.136000,3.091336
